L,L_max,L_0,lambda
724.0773945886227,1024.0,724.0773439350238,9.999999999999997e-08
724.0777088598081,1024.0,724.0773439350238,2.1544346900318832e-07
724.0790756155868,1024.0,724.0773439350238,4.641588833612781e-07
724.0825060233037,1024.0,724.0773439350238,1.0000000000000002e-06
724.0894705532446,1024.0,724.0773439350238,2.154434690031882e-06
724.103704516581,1024.0,724.0773439350238,4.641588833612773e-06
724.1300236867954,1024.0,724.0773439350238,1e-05
724.1768581655743,1024.0,724.0773439350238,2.1544346900318823e-05
724.2507850364098,1024.0,724.0773439350238,4.641588833612771e-05
724.3643810987171,1024.0,724.0773439350238,0.00010000000000000003
724.5420290807764,1024.0,724.0773439350238,0.00021544346900309998
724.827309013914,1024.0,724.0773439350238,0.0004641588833612001
725.2906191678534,1024.0,724.0773439350238,0.0010000000000000005
726.0462944147394,1024.0,724.0773439350238,0.0021544346900317997
727.283534138815,1024.0,724.0773439350238,0.0046415888336127
729.3284092867463,1024.0,724.0773439350238,0.01
732.7713069374778,1024.0,724.0773439350238,0.021544346900318808
738.712994235039,1024.0,724.0773439350238,0.046415888336127684
749.1742915240314,1024.0,724.0773439350238,0.10000000000000002
767.642397428223,1024.0,724.0773439350238,0.21544346900318823
799.2490124755246,1024.0,724.0773439350238,0.4641588833612771
848.5775306393521,1024.0,724.0773439350238,1.0
911.6635828612478,1024.0,724.0773439350238,2.1544346900318816
