L,L_max,L_0,lambda
1448.1547962134036,2048.0,1448.1546878700512,9.999999999999997e-08
1448.155486202713,2048.0,1448.1546878700512,2.1544346900318832e-07
1448.1603163467853,2048.0,1448.1546878700512,4.641588833612781e-07
1448.173936006931,2048.0,1448.1546878700512,1.0000000000000002e-06
1448.2005010381415,2048.0,1448.1546878700512,2.154434690031882e-06
1448.247665250643,2048.0,1448.1546878700512,4.641588833612773e-06
1448.3210252427234,2048.0,1448.1546878700512,1e-05
1448.429981718035,2048.0,1448.1546878700512,2.1544346900318823e-05
1448.5937182409557,2048.0,1448.1546878700512,4.641588833612771e-05
1448.8476604890536,2048.0,1448.1546878700512,0.00010000000000000003
1449.2469139619006,2048.0,1448.1546878700512,0.00021544346900309998
1449.8741370318512,2048.0,1448.1546878700512,0.0004641588833612001
1450.8579848642598,2048.0,1448.1546878700512,0.0010000000000000005
1452.416821711309,2048.0,1448.1546878700512,0.0021544346900317997
1454.9266160364716,2048.0,1448.1546878700512,0.0046415888336127
1459.0369197127577,2048.0,1448.1546878700512,0.01
1465.9269516294962,2048.0,1448.1546878700512,0.021544346900318808
1477.800956779388,2048.0,1448.1546878700512,0.046415888336127684
1498.6972336729962,2048.0,1448.1546878700512,0.10000000000000002
1535.5869495496295,2048.0,1448.1546878700512,0.21544346900318823
1598.754916714424,2048.0,1448.1546878700512,0.4641588833612771
1697.3978755796024,2048.0,1448.1546878700512,1.0
1823.5485769677819,2048.0,1448.1546878700512,2.1544346900318816
