L,L_max,L_0,lambda
90.50967394461438,128.0,90.50966799187812,9.999999999999997e-08
90.50968840654548,128.0,90.50966799187812,2.1544346900318832e-07
90.50971965660293,128.0,90.50966799187812,4.641588833612781e-07
90.50978748290609,128.0,90.50966799187812,1.0000000000000002e-06
90.50993116226117,128.0,90.50966799187812,2.154434690031882e-06
90.51023881207954,128.0,90.50966799187812,4.641588833612773e-06
90.51090133583824,128.0,90.50966799187812,1e-05
90.51232308886087,128.0,90.50966799187812,2.1544346900318823e-05
90.51536467413672,128.0,90.50966799187812,4.641588833612771e-05
90.52181489770686,128.0,90.50966799187812,0.00010000000000000003
90.53526761390513,128.0,90.50966799187812,0.00021544346900309998
90.5624487838508,128.0,90.50966799187812,0.0004641588833612001
90.61458872920376,128.0,90.50966799187812,0.0010000000000000005
90.70823474728537,128.0,90.50966799187812,0.0021544346900317997
90.86807017147243,128.0,90.50966799187812,0.0046415888336127
91.13587345863976,128.0,90.50966799187812,0.01
91.58506166706725,128.0,90.50966799187812,0.021544346900318808
92.35043182176517,128.0,90.50966799187812,0.046415888336127684
93.68409430999259,128.0,90.50966799187812,0.10000000000000002
96.0234679947925,128.0,90.50966799187812,0.21544346900318823
100.01005680318283,128.0,90.50966799187812,0.4641588833612771
106.21214903285681,128.0,90.50966799187812,1.0
