L,L_max,L_0,lambda
181.0193491881015,256.0,181.01933598375624,9.999999999999997e-08
181.0193949841489,256.0,181.01933598375624,2.1544346900318832e-07
181.01951531546422,256.0,181.01933598375624,4.641588833612781e-07
181.0197720116151,256.0,181.01933598375624,1.0000000000000002e-06
181.02032632377112,256.0,181.01933598375624,2.154434690031882e-06
181.02149989230813,256.0,181.01933598375624,4.641588833612773e-06
181.02398178532943,256.0,181.01933598375624,1e-05
181.0292419674079,256.0,181.01933598375624,2.1544346900318823e-05
181.04019886117476,256.0,181.01933598375624,4.641588833612771e-05
181.0622815582674,256.0,181.01933598375624,0.00010000000000000003
181.10422590439154,256.0,181.01933598375624,0.00021544346900309998
181.17790975459033,256.0,181.01933598375624,0.0004641588833612001
181.2989072471245,256.0,181.01933598375624,0.0010000000000000005
181.49392940562126,256.0,181.01933598375624,0.0021544346900317997
181.8119615526895,256.0,181.01933598375624,0.0046415888336127
182.33821449413438,256.0,181.01933598375624,0.01
183.2243353839133,256.0,181.01933598375624,0.021544346900318808
184.74971095263678,256.0,181.01933598375624,0.046415888336127684
187.42463845825415,256.0,181.01933598375624,0.10000000000000002
192.11945093891808,256.0,181.01933598375624,0.21544346900318823
200.10522989483616,256.0,181.01933598375624,0.4641588833612771
212.50934631275035,256.0,181.01933598375624,1.0
