L,L_max,L_0,lambda
362.0386986351488,512.0,362.03867196751224,9.999999999999997e-08
362.0388343546563,512.0,362.03867196751224,2.1544346900318832e-07
362.0392875746582,512.0,362.03867196751224,4.641588833612781e-07
362.04022569648384,512.0,362.03867196751224,1.0000000000000002e-06
362.04228793555126,512.0,362.03867196751224,2.154434690031882e-06
362.046520206541,512.0,362.03867196751224,4.641588833612773e-06
362.0553887779357,512.0,362.03867196751224,1e-05
362.07324820660847,512.0,362.03867196751224,2.1544346900318823e-05
362.107140573059,512.0,362.03867196751224,4.641588833612771e-05
362.1663371825077,512.0,362.03867196751224,0.00010000000000000003
362.2617900673022,512.0,362.03867196751224,0.00021544346900309998
362.41161781328697,512.0,362.03867196751224,0.0004641588833612001
362.65132676941346,512.0,362.03867196751224,0.0010000000000000005
363.039504758556,512.0,362.03867196751224,0.0021544346900317997
363.67109428766906,512.0,362.03867196751224,0.0046415888336127
364.7091562099226,512.0,362.03867196751224,0.01
366.45107814448914,512.0,362.03867196751224,0.021544346900318808
369.4603796745806,512.0,362.03867196751224,0.046415888336127684
374.77610435473633,512.0,362.03867196751224,0.10000000000000002
384.15940574462553,512.0,362.03867196751224,0.21544346900318823
400.141766880998,512.0,362.03867196751224,0.4641588833612771
424.93153820134825,512.0,362.03867196751224,1.0
