L,L_max,L_0,lambda
724.0894203446544,1024.0,724.0773439350238,9.999999999999997e-08
724.1107490004606,1024.0,724.0773439350238,2.1544346900318832e-07
724.155454812908,1024.0,724.0773439350238,4.641588833612781e-07
724.2520658943306,1024.0,724.0773439350238,1.0000000000000002e-06
724.4518771201265,1024.0,724.0773439350238,2.154434690031882e-06
724.8553330696718,1024.0,724.0773439350238,4.641588833612773e-06
725.6211530167865,1024.0,724.0773439350238,1e-05
726.9427630380735,1024.0,724.0773439350238,2.1544346900318823e-05
728.9552227893552,1024.0,724.0773439350238,4.641588833612771e-05
731.6798235181283,1024.0,724.0773439350238,0.00010000000000000003
735.0747835524662,1024.0,724.0773439350238,0.00021544346900309998
739.120743518437,1024.0,724.0773439350238,0.0004641588833612001
744.003931405338,1024.0,724.0773439350238,0.0010000000000000005
750.0359430287726,1024.0,724.0773439350238,0.0021544346900317997
757.4165259512556,1024.0,724.0773439350238,0.0046415888336127
766.2335218676542,1024.0,724.0773439350238,0.01
776.6722305795372,1024.0,724.0773439350238,0.021544346900318808
789.2237213109146,1024.0,724.0773439350238,0.046415888336127684
804.9567341948334,1024.0,724.0773439350238,0.10000000000000002
825.8693671501411,1024.0,724.0773439350238,0.21544346900318823
855.0070700054662,1024.0,724.0773439350238,0.4641588833612771
895.0566223871738,1024.0,724.0773439350238,1.0
