L,L_max,L_0,lambda
90.50968709525561,128.0,90.5096679918781,1e-07
90.50972223209281,128.0,90.5096679918781,2.1544346900318822e-07
90.50980035297331,128.0,90.5096679918781,4.641588833612782e-07
90.50997744784135,128.0,90.5096679918781,1e-06
90.51035638562828,128.0,90.5096679918781,2.1544346900318822e-06
90.51113785636745,128.0,90.5096679918781,4.641588833612773e-06
90.51281714659012,128.0,90.5096679918781,1e-05
90.51642059216266,128.0,90.5096679918781,2.1544346900318823e-05
90.52411419924574,128.0,90.5096679918781,4.641588833612772e-05
90.54038729650033,128.0,90.5096679918781,0.0001
90.57411550429839,128.0,90.5096679918781,0.00021544346900318823
90.64145965913511,128.0,90.5096679918781,0.00046415888336127773
90.76741561506236,128.0,90.5096679918781,0.001
90.98298464175869,128.0,90.5096679918781,0.002154434690031882
91.3232005251374,128.0,90.5096679918781,0.004641588833612773
91.83811535713497,128.0,90.5096679918781,0.01
92.61820647970023,128.0,90.5096679918781,0.021544346900318822
93.83190656916305,128.0,90.5096679918781,0.046415888336127725
95.73622991760425,128.0,90.5096679918781,0.1
98.65446378551405,128.0,90.5096679918781,0.21544346900318823
102.95443404069138,128.0,90.5096679918781,0.46415888336127725
108.89926160506526,128.0,90.5096679918781,1.0
