L,L_max,L_0,lambda
362.0413491753966,512.0,362.03867196751224,9.999999999999997e-08
362.04539874205534,512.0,362.03867196751224,2.1544346900318832e-07
362.05425296735535,512.0,362.03867196751224,4.641588833612781e-07
362.07272009786357,512.0,362.03867196751224,1.0000000000000002e-06
362.11162601689756,512.0,362.03867196751224,2.154434690031882e-06
362.1936122926229,512.0,362.03867196751224,4.641588833612773e-06
362.3630421593792,512.0,362.03867196751224,1e-05
362.6986344179549,512.0,362.03867196751224,2.1544346900318823e-05
363.31210519699886,512.0,362.03867196751224,4.641588833612771e-05
364.2936348445444,512.0,362.03867196751224,0.00010000000000000003
365.64560339200807,512.0,362.03867196751224,0.00021544346900309998
367.35549798549334,512.0,362.03867196751224,0.0004641588833612001
369.5343915798474,512.0,362.03867196751224,0.0010000000000000005
372.35435306946306,512.0,362.03867196751224,0.0021544346900317997
375.97104213217983,512.0,362.03867196751224,0.0046415888336127
380.5018336038754,512.0,362.03867196751224,0.01
386.00978476464485,512.0,362.03867196751224,0.021544346900318808
392.6476691618325,512.0,362.03867196751224,0.046415888336127684
400.87644192974784,512.0,362.03867196751224,0.10000000000000002
411.65365102280174,512.0,362.03867196751224,0.21544346900318823
426.51172897953677,512.0,362.03867196751224,0.4641588833612771
446.8217929978298,512.0,362.03867196751224,1.0
