L,L_max,L_0,lambda
1448.18246227914,2048.0,1448.1546878700515,1e-07
1448.2394320499507,2048.0,1448.1546878700515,2.1544346900318822e-07
1448.3761481003162,2048.0,1448.1546878700515,4.641588833612782e-07
1448.65681782286,2048.0,1448.1546878700515,1e-06
1449.2216664957728,2048.0,1448.1546878700515,2.1544346900318822e-06
1450.3092919587161,2048.0,1448.1546878700515,4.641588833612773e-06
1452.288899752404,2048.0,1448.1546878700515,1e-05
1455.7135762808248,2048.0,1448.1546878700515,2.1544346900318823e-05
1461.2744990687875,2048.0,1448.1546878700515,4.641588833612772e-05
1469.333343119834,2048.0,1448.1546878700515,0.0001
1479.829874803988,2048.0,1448.1546878700515,0.00021544346900318823
1493.3222565541475,2048.0,1448.1546878700515,0.00046415888336127773
1510.8883912460922,2048.0,1448.1546878700515,0.001
1531.730375811135,2048.0,1448.1546878700515,0.002154434690031882
1553.3684139887964,2048.0,1448.1546878700515,0.004641588833612773
1574.7656349490744,2048.0,1448.1546878700515,0.01
1596.855967111389,2048.0,1448.1546878700515,0.021544346900318822
1621.5957755332524,2048.0,1448.1546878700515,0.046415888336127725
1651.7981489125225,2048.0,1448.1546878700515,0.1
1691.424146284527,2048.0,1448.1546878700515,0.21544346900318823
1745.813053627613,2048.0,1448.1546878700515,0.46415888336127725
1819.1312332647515,2048.0,1448.1546878700515,1.0
