L,L_max,L_0,lambda
1448.2308584288714,2048.0,1448.1546878700512,9.999999999999997e-08
1448.364996027246,2048.0,1448.1546878700512,2.1544346900318832e-07
1448.6342622794514,2048.0,1448.1546878700512,4.641588833612781e-07
1449.1997171558523,2048.0,1448.1546878700512,1.0000000000000002e-06
1450.2563986707125,2048.0,1448.1546878700512,2.154434690031882e-06
1452.123751480825,2048.0,1448.1546878700512,4.641588833612773e-06
1455.0548654402667,2048.0,1448.1546878700512,1e-05
1459.197172504426,2048.0,1448.1546878700512,2.1544346900318823e-05
1464.6912735235567,2048.0,1448.1546878700512,4.641588833612771e-05
1471.6271528250593,2048.0,1448.1546878700512,0.00010000000000000003
1480.0091086593175,2048.0,1448.1546878700512,0.00021544346900309998
1489.9106100652,2048.0,1448.1546878700512,0.0004641588833612001
1501.5283743155658,2048.0,1448.1546878700512,0.0010000000000000005
1515.0292073054707,2048.0,1448.1546878700512,0.0021544346900317997
1530.5308322428157,2048.0,1448.1546878700512,0.0046415888336127
1548.282737746552,2048.0,1448.1546878700512,0.01
1568.864723740407,2048.0,1448.1546878700512,0.021544346900318808
1593.4279259912735,2048.0,1448.1546878700512,0.046415888336127684
1624.1217600636505,2048.0,1448.1546878700512,0.10000000000000002
1664.7672673193476,2048.0,1448.1546878700512,0.21544346900318823
1721.2395429724677,2048.0,1448.1546878700512,0.4641588833612771
1798.7562186652199,2048.0,1448.1546878700512,1.0
