L,L_max,L_0,lambda
1448.3297882555955,2048.0,1448.1546878700515,1e-07
1448.6150882908366,2048.0,1448.1546878700515,2.1544346900318822e-07
1449.2719206543882,2048.0,1448.1546878700515,4.641588833612782e-07
1450.5809907786756,2048.0,1448.1546878700515,1e-06
1452.766041380088,2048.0,1448.1546878700515,2.1544346900318822e-06
1456.4919305230258,2048.0,1448.1546878700515,4.641588833612773e-06
1461.5302284364425,2048.0,1448.1546878700515,1e-05
1467.5555508125178,2048.0,1448.1546878700515,2.1544346900318823e-05
1474.4818531286683,2048.0,1448.1546878700515,4.641588833612772e-05
1483.1070821428468,2048.0,1448.1546878700515,0.0001
1494.1420251457762,2048.0,1448.1546878700515,0.00021544346900318823
1507.0736495708052,2048.0,1448.1546878700515,0.00046415888336127773
1521.1339187997974,2048.0,1448.1546878700515,0.001
1536.8722194727675,2048.0,1448.1546878700515,0.002154434690031882
1554.792224472988,2048.0,1448.1546878700515,0.004641588833612773
1574.4025384547008,2048.0,1448.1546878700515,0.01
1595.906229281245,2048.0,1448.1546878700515,0.021544346900318822
1620.8985338739562,2048.0,1448.1546878700515,0.046415888336127725
1651.3818033417215,2048.0,1448.1546878700515,0.1
1690.3237236879552,2048.0,1448.1546878700515,0.21544346900318823
1743.0101704866624,2048.0,1448.1546878700515,0.46415888336127725
1814.689822630281,2048.0,1448.1546878700515,1.0
