L,L_max,L_0,lambda
90.50971499537974,128.0,90.50966799187812,9.999999999999997e-08
90.50978492185699,128.0,90.50966799187812,2.1544346900318832e-07
90.50993895291283,128.0,90.50966799187812,4.641588833612781e-07
90.51026451676158,128.0,90.50966799187812,1.0000000000000002e-06
90.51096827862159,128.0,90.50966799187812,2.154434690031882e-06
90.51248476610155,128.0,90.50966799187812,4.641588833612773e-06
90.5157348963188,128.0,90.50966799187812,1e-05
90.52270832003327,128.0,90.50966799187812,2.1544346900318823e-05
90.53760166875155,128.0,90.50966799187812,4.641588833612771e-05
90.56912175142648,128.0,90.50966799187812,0.00010000000000000003
90.63456133296928,128.0,90.50966799187812,0.00021544346900309998
90.76545588719048,128.0,90.50966799187812,0.0004641588833612001
91.0109881234166,128.0,90.50966799187812,0.0010000000000000005
91.43200830640313,128.0,90.50966799187812,0.0021544346900317997
92.09047865328523,128.0,90.50966799187812,0.0046415888336127
93.04985301674132,128.0,90.50966799187812,0.01
94.39029237929692,128.0,90.50966799187812,0.021544346900318808
96.25020043417024,128.0,90.50966799187812,0.046415888336127684
98.83085540124975,128.0,90.50966799187812,0.10000000000000002
102.36014186999398,128.0,90.50966799187812,0.21544346900318823
107.06617889162278,128.0,90.50966799187812,0.4641588833612771
112.95555450543743,128.0,90.50966799187812,1.0
