L,L_max,L_0,lambda
1448.1630263118352,2048.0,1448.1546878700515,1e-07
1448.198882808828,2048.0,1448.1546878700515,2.1544346900318822e-07
1448.2797356857318,2048.0,1448.1546878700515,4.641588833612782e-07
1448.4499533066216,2048.0,1448.1546878700515,1e-06
1448.7679238926537,2048.0,1448.1546878700515,2.1544346900318822e-06
1449.3677303270933,2048.0,1448.1546878700515,4.641588833612773e-06
1450.3465575080054,2048.0,1448.1546878700515,1e-05
1451.7557459930476,2048.0,1448.1546878700515,2.1544346900318823e-05
1453.5055126777304,2048.0,1448.1546878700515,4.641588833612772e-05
1455.5097737701612,2048.0,1448.1546878700515,0.0001
1457.9383463043378,2048.0,1448.1546878700515,0.00021544346900318823
1461.2187664999728,2048.0,1448.1546878700515,0.00046415888336127773
1465.9222928360132,2048.0,1448.1546878700515,0.001
1472.9274464150274,2048.0,1448.1546878700515,0.002154434690031882
1483.4130111083314,2048.0,1448.1546878700515,0.004641588833612773
1498.7343393460128,2048.0,1448.1546878700515,0.01
1520.5463278464244,2048.0,1448.1546878700515,0.021544346900318822
1551.0611657586771,2048.0,1448.1546878700515,0.046415888336127725
1593.1167801272836,2048.0,1448.1546878700515,0.1
1649.8409999302296,2048.0,1448.1546878700515,0.21544346900318823
1724.062054161403,2048.0,1448.1546878700515,0.46415888336127725
1815.3411183503267,2048.0,1448.1546878700515,1.0
