L,L_max,L_0,lambda
724.0777587474606,1024.0,724.0773439350239,1e-07
724.0791678789396,1024.0,724.0773439350239,2.1544346900318822e-07
724.082886276749,1024.0,724.0773439350239,4.641588833612782e-07
724.0910979866035,1024.0,724.0773439350239,1e-06
724.1085150987919,1024.0,724.0773439350239,2.1544346900318822e-06
724.1449802522247,1024.0,724.0773439350239,4.641588833612773e-06
724.2176261230214,1024.0,724.0773439350239,1e-05
724.3606123883551,1024.0,724.0773439350239,2.1544346900318823e-05
724.6196012085193,1024.0,724.0773439350239,4.641588833612772e-05
725.0621887573614,1024.0,724.0773439350239,0.0001
725.7904437860327,1024.0,724.0773439350239,0.00021544346900318823
726.9947264265974,1024.0,724.0773439350239,0.00046415888336127773
729.0318344557952,1024.0,724.0773439350239,0.001
732.4099539822822,1024.0,724.0773439350239,0.002154434690031882
737.6878296784148,1024.0,724.0773439350239,0.004641588833612773
745.3899235474074,1024.0,724.0773439350239,0.01
756.165138389221,1024.0,724.0773439350239,0.021544346900318822
771.2770631529852,1024.0,724.0773439350239,0.046415888336127725
792.7073323005213,1024.0,724.0773439350239,0.1
822.5789052287514,1024.0,724.0773439350239,0.21544346900318823
862.5078496927674,1024.0,724.0773439350239,0.46415888336127725
911.0706970488532,1024.0,724.0773439350239,1.0
