L,L_max,L_0,lambda
1448.1553622719643,2048.0,1448.1546878700515,1e-07
1448.1598609290497,2048.0,1448.1546878700515,2.1544346900318822e-07
1448.1808988065886,2048.0,1448.1546878700515,4.641588833612782e-07
1448.2345094713203,2048.0,1448.1546878700515,1e-06
1448.3242257229597,2048.0,1448.1546878700515,2.1544346900318822e-06
1448.49380223957,2048.0,1448.1546878700515,4.641588833612773e-06
1448.738611597636,2048.0,1448.1546878700515,1e-05
1449.1006394042092,2048.0,1448.1546878700515,2.1544346900318823e-05
1449.6101843399288,2048.0,1448.1546878700515,4.641588833612772e-05
1450.362274143912,2048.0,1448.1546878700515,0.0001
1451.5085246187953,2048.0,1448.1546878700515,0.00021544346900318823
1453.339698321659,2048.0,1448.1546878700515,0.00046415888336127773
1456.3260188356528,2048.0,1448.1546878700515,0.001
1461.1126507768236,2048.0,1448.1546878700515,0.002154434690031882
1468.6928167991869,2048.0,1448.1546878700515,0.004641588833612773
1480.7633442345727,2048.0,1448.1546878700515,0.01
1500.038071744395,2048.0,1448.1546878700515,0.021544346900318822
1530.2273519079677,2048.0,1448.1546878700515,0.046415888336127725
1575.0219469743438,2048.0,1448.1546878700515,0.1
1636.6620118550336,2048.0,1448.1546878700515,0.21544346900318823
1716.171652735732,2048.0,1448.1546878700515,0.46415888336127725
1811.913610165032,2048.0,1448.1546878700515,1.0
