L,L_max,L_0,lambda
2896.314240427429,4096.0,2896.3093757401125,9.999999999999997e-08
2896.3617433975787,4096.0,2896.3093757401125,2.1544346900318832e-07
2896.524680762669,4096.0,2896.3093757401125,4.641588833612781e-07
2896.8357578111754,4096.0,2896.3093757401125,1.0000000000000002e-06
2897.2942353291432,4096.0,2896.3093757401125,2.154434690031882e-06
2897.9104613830877,4096.0,2896.3093757401125,4.641588833612773e-06
2898.735262697377,4096.0,2896.3093757401125,1e-05
2899.9183397471725,4096.0,2896.3093757401125,2.1544346900318823e-05
2901.699278787536,4096.0,2896.3093757401125,4.641588833612771e-05
2904.404527272237,4096.0,2896.3093757401125,0.00010000000000000003
2908.4798032654144,4096.0,2896.3093757401125,0.00021544346900309998
2914.545885314411,4096.0,2896.3093757401125,0.0004641588833612001
2923.4807196180373,4096.0,2896.3093757401125,0.0010000000000000005
2936.534697059842,4096.0,2896.3093757401125,0.0021544346900317997
2955.4894462371285,4096.0,2896.3093757401125,0.0046415888336127
2982.916840953618,4096.0,2896.3093757401125,0.01
3022.4987146628655,4096.0,2896.3093757401125,0.021544346900318808
3079.45179629243,4096.0,2896.3093757401125,0.046415888336127684
3160.8108983822694,4096.0,2896.3093757401125,0.10000000000000002
3274.680282648132,4096.0,2896.3093757401125,0.21544346900318823
3427.632519630877,4096.0,2896.3093757401125,0.4641588833612771
3617.0393015350446,4096.0,2896.3093757401125,1.0
