L,L_max,L_0,lambda
1448.1568050291614,2048.0,1448.1546878700512,9.999999999999997e-08
1448.169909052941,2048.0,1448.1546878700512,2.1544346900318832e-07
1448.2047816179734,2048.0,1448.1546878700512,4.641588833612781e-07
1448.2741952625097,2048.0,1448.1546878700512,1.0000000000000002e-06
1448.4096031953818,2048.0,1448.1546878700512,2.154434690031882e-06
1448.6458227268927,2048.0,1448.1546878700512,4.641588833612773e-06
1449.0292406848037,2048.0,1448.1546878700512,1e-05
1449.596192723145,2048.0,1448.1546878700512,2.1544346900318823e-05
1450.42323513039,2048.0,1448.1546878700512,4.641588833612771e-05
1451.6388792105088,2048.0,1448.1546878700512,0.00010000000000000003
1453.4603814300376,2048.0,1448.1546878700512,0.00021544346900309998
1456.2160614418074,2048.0,1448.1546878700512,0.0004641588833612001
1460.3763290156164,2048.0,1448.1546878700512,0.0010000000000000005
1466.6273935006232,2048.0,1448.1546878700512,0.0021544346900317997
1475.9232710699466,2048.0,1448.1546878700512,0.0046415888336127
1489.5592440919802,2048.0,1448.1546878700512,0.01
1509.3613653744173,2048.0,1448.1546878700512,0.021544346900318808
1537.9336633556024,2048.0,1448.1546878700512,0.046415888336127684
1578.76274465187,2048.0,1448.1546878700512,0.10000000000000002
1635.8392092192464,2048.0,1448.1546878700512,0.21544346900318823
1712.4729401502768,2048.0,1448.1546878700512,0.4641588833612771
1807.439802580961,2048.0,1448.1546878700512,1.0
