L,L_max,L_0,lambda
1448.1559118567668,2048.0,1448.1546878700515,1e-07
1448.160108152941,2048.0,1448.1546878700515,2.1544346900318822e-07
1448.1695438578804,2048.0,1448.1546878700515,4.641588833612782e-07
1448.1925123164158,2048.0,1448.1546878700515,1e-06
1448.2395740416632,2048.0,1448.1546878700515,2.1544346900318822e-06
1448.336480818184,2048.0,1448.1546878700515,4.641588833612773e-06
1448.5253384683974,2048.0,1448.1546878700515,1e-05
1448.8832617727148,2048.0,1448.1546878700515,2.1544346900318823e-05
1449.5585680252511,2048.0,1448.1546878700515,4.641588833612772e-05
1450.7590757235685,2048.0,1448.1546878700515,0.0001
1452.6950663852704,2048.0,1448.1546878700515,0.00021544346900318823
1455.5380235346443,2048.0,1448.1546878700515,0.00046415888336127773
1459.5678657118835,2048.0,1448.1546878700515,0.001
1465.453480085932,2048.0,1448.1546878700515,0.002154434690031882
1474.2717086747816,2048.0,1448.1546878700515,0.004641588833612773
1487.4266813613237,2048.0,1448.1546878700515,0.01
1506.8303809251279,2048.0,1448.1546878700515,0.021544346900318822
1535.1494027688036,2048.0,1448.1546878700515,0.046415888336127725
1575.785375303652,2048.0,1448.1546878700515,0.1
1632.5942299018445,2048.0,1448.1546878700515,0.21544346900318823
1709.0947492920975,2048.0,1448.1546878700515,0.46415888336127725
1804.408017582394,2048.0,1448.1546878700515,1.0
