L,L_max,L_0,lambda
724.0781299143803,1024.0,724.0773439350238,9.999999999999997e-08
724.0811062128142,1024.0,724.0773439350238,2.1544346900318832e-07
724.0883678705425,1024.0,724.0773439350238,4.641588833612781e-07
724.1038418050612,1024.0,724.0773439350238,1.0000000000000002e-06
724.1354402663995,1024.0,724.0773439350238,2.154434690031882e-06
724.1994627164778,1024.0,724.0773439350238,4.641588833612773e-06
724.3203343549511,1024.0,724.0773439350238,1e-05
724.5296771556896,1024.0,724.0773439350238,2.1544346900318823e-05
724.8573714548822,1024.0,724.0773439350238,4.641588833612771e-05
725.3524802571113,1024.0,724.0773439350238,0.00010000000000000003
726.13545330419,1024.0,724.0773439350238,0.00021544346900309998
727.4075940995157,1024.0,724.0773439350238,0.0004641588833612001
729.450664965502,1024.0,724.0773439350238,0.0010000000000000005
732.6383502199606,1024.0,724.0773439350238,0.0021544346900317997
737.4312825772558,1024.0,724.0773439350238,0.0046415888336127
744.3918567013307,1024.0,724.0773439350238,0.01
754.3298169862127,1024.0,724.0773439350238,0.021544346900318808
768.5046473389239,1024.0,724.0773439350238,0.046415888336127684
788.690334789589,1024.0,724.0773439350238,0.10000000000000002
816.9532423138014,1024.0,724.0773439350238,0.21544346900318823
855.0771404867173,1024.0,724.0773439350238,0.4641588833612771
902.648408611111,1024.0,724.0773439350238,1.0
